bloque;2;numero descriptores;32
-0.000239188;0.00188093;0.00151527;0.00188243;-0.0088302;0.00167102;0.0129808;0.00335192;0.0131227;0.00823017;0.17424;0.0211548;0.00820398;-0.00107907;0.0104498;0.00158587;-0.0038651;0.0017051;0.0140357;0.0111254;-0.0781789;-0.0560075;0.109099;0.0914776;0.19528;-0.0300614;0.596177;0.181055;0.0367062;-0.00237439;0.0624501;0.0132913;0.00417108;0.0098185;0.00938614;0.0114041;-0.123949;0.127769;0.170449;0.129846;0.246895;0.0603098;0.570028;0.16308;-0.00945911;0.00442936;0.0816634;0.0140787;0.000920376;-0.00191798;0.000983997;0.00270367;-0.00459505;-0.00319837;0.00890646;0.0110746;0.0315726;0.00242154;0.0553095;0.0101991;-0.0133131;0.00164558;0.0183235;0.00333386
0.00922152;-0.000450495;0.010446;0.00188555;-0.0339568;0.00373271;0.0435652;0.00691274;0.0467439;-0.0048873;0.0601111;0.0065815;0.000136192;-0.000319055;0.000323146;0.000473381;0.0746466;-0.00385037;0.102515;0.00760558;-0.293424;0.0318199;0.406543;0.0533381;0.328975;-0.0606312;0.405012;0.102323;0.0010841;0.000826759;0.00682899;0.00902201;0.0327437;-0.000362383;0.0573342;0.00703611;-0.206523;0.0489266;0.405336;0.0693772;0.265773;0.0248609;0.359929;0.061673;0.00336649;0.00360446;0.0039826;0.0036959;-0.00159482;6.41721e-05;0.00172943;0.000678061;-0.0180628;0.00523437;0.0645493;0.00981545;0.0278537;-0.004459;0.0645683;0.0088529;0.00145181;-0.000932934;0.00168415;0.00236856
0.000189029;0.000195506;0.000496155;0.000265796;-0.00454205;0.00882045;0.132722;0.0139986;0.0280443;-0.000834473;0.040973;0.00743663;0.00109066;0.000488158;0.00109066;0.000488158;-0.00726323;-0.00223107;0.0104331;0.00575305;0.165807;0.00305112;0.346505;0.150784;-0.00574668;0.0129435;0.479148;0.0819117;0.00434862;0.00277843;0.00434862;0.00277843;-0.02519;0.0112541;0.0286322;0.0123142;0.294323;0.0150028;0.413296;0.119132;-0.108866;0.0334708;0.517278;0.093761;-0.00654538;-1.08742e-05;0.0143825;0.00748756;-0.000916315;-0.000590665;0.00142489;0.00127008;0.0383823;-0.00286605;0.0501139;0.00749562;-0.0237566;0.00536847;0.0655619;0.0181132;0.000607938;-0.000736543;0.00230256;0.00133337
-0.00686372;0.000274737;0.00778871;0.000679573;0.0267744;-0.00180086;0.0522575;0.00569892;-0.0245869;0.000879747;0.0688143;0.0100028;-0.000517814;-0.00202345;0.00194683;0.00202345;-0.0604032;0.00088004;0.0690829;0.00450608;0.184341;-0.0283623;0.378422;0.0386945;-0.218453;-0.00137157;0.445316;0.108676;0.0112058;0.0060504;0.0129224;0.0147255;-0.0689026;0.00157543;0.0781654;0.00513996;0.0317591;-0.0409789;0.518444;0.0751885;0.0172217;-0.0444264;0.473668;0.122076;-0.00115196;0.00380311;0.00446695;0.00469092;-0.00989599;0.000133194;0.0108206;0.000616391;-0.00724941;-0.00159258;0.0798825;0.00425392;0.0150962;-0.00645708;0.0888304;0.014354;0.000129503;-0.000118954;0.000415954;0.000188437
0.0040184;-0.01713;0.00529254;0.0330312;0.0172247;-0.117998;0.0208312;0.258356;0.0140935;-0.144848;0.0145488;0.276083;0.000954137;-0.0197499;0.00141942;0.038425;0.0290749;0.025047;0.0353418;0.0529753;-0.1344;-0.0959785;0.1996;0.260926;0.307097;0.0143515;0.310155;0.274572;0.0085401;0.0256333;0.0121849;0.0325657;0.0188695;-0.0697395;0.0317148;0.0697395;-0.0330299;-0.0709416;0.191766;0.176905;0.358603;0.0070684;0.359247;0.183411;0.0043694;-0.0230221;0.010102;0.0234728;0.000493656;0.00451718;0.00329648;0.00945029;0.0452833;-0.064113;0.0533334;0.107313;0.0264276;-0.0574932;0.0303305;0.073335;0.00220613;-0.00824008;0.00266238;0.00824008
-0.000713737;0.000833326;0.0011114;0.000842812;0.0175581;0.00938277;0.0552209;0.0155455;0.0034617;0.00573575;0.0562201;0.0146919;0.000910456;0.000699348;0.000910456;0.000699348;-0.00745047;0.0106006;0.0156159;0.014574;0.315053;-0.00920735;0.458548;0.147016;-0.119316;0.045285;0.45949;0.111969;-0.00701501;0.00160865;0.0103049;0.00376319;-0.00338407;-0.00111395;0.0115991;0.00918551;0.129328;0.00769024;0.296628;0.0805916;-0.0458951;0.0208341;0.52892;0.122221;0.0325555;-0.00962076;0.0436798;0.0192813;0.00138462;-0.00200164;0.00146398;0.00229203;-0.0120755;0.00137993;0.0173482;0.0055937;0.0183926;0.000845289;0.0852715;0.0173844;0.0127022;-0.000844548;0.0132209;0.00142091
0.000203447;5.1428e-06;0.00051949;0.000154375;-0.000579548;0.00571979;0.0920393;0.0158831;0.0221139;-0.00167114;0.0402263;0.0121637;0.00120901;0.000442574;0.00120901;0.000442574;-0.00439678;-0.00171896;0.00687994;0.00505288;0.160504;0.0381038;0.45014;0.121524;-0.0233148;0.0125467;0.450443;0.0641633;0.00473836;0.0028446;0.00473836;0.00285342;-0.0224343;0.00883248;0.0265572;0.0104606;0.281666;-0.00440166;0.405849;0.131282;-0.0993812;0.0342609;0.497561;0.0833819;-0.00330949;-0.000648431;0.00905713;0.00451082;-0.00133668;-2.83295e-05;0.00173858;0.00119135;0.0361161;-0.0060538;0.0479248;0.0104296;-0.0201605;0.00227603;0.0617927;0.010816;-0.00117989;0.00107704;0.00329738;0.00228121
-0.0116827;0.000137897;0.0138747;0.00105548;0.0372628;0.000222359;0.0518579;0.0056235;-0.0289646;0.00176216;0.0611204;0.0089453;8.69764e-05;-7.83146e-05;0.000292361;0.000152951;-0.0907767;-0.00573526;0.0964326;0.00743517;0.242705;7.35541e-05;0.344962;0.0328254;-0.203342;-0.0660193;0.471408;0.101693;0.00119904;-0.0114925;0.014289;0.0115614;-0.0812027;-0.00489901;0.087983;0.00557656;0.191706;-0.0163558;0.365358;0.0509492;-0.224358;-0.0121692;0.49951;0.111932;0.0131208;0.00492606;0.0133101;0.0111027;-0.010441;-0.000790624;0.0115176;0.00100726;-0.0103217;-0.00958842;0.0647401;0.013298;0.0160323;0.000376348;0.0989982;0.0129894;5.13619e-05;0.000178186;0.000491107;0.000321839
-0.00564788;-0.000515392;0.0158515;0.00237779;0.0322117;-0.000675833;0.0844552;0.0127513;0.0083853;0.0054258;0.0158802;0.0181276;0.000474105;0.000225408;0.000474105;0.000236548;0.0364074;0.00502966;0.0585299;0.0135222;0.195932;0.0151095;0.610233;0.128443;0.0275475;0.0260535;0.0370073;0.042013;0.00430958;0.00566046;0.00583417;0.00972312;0.0562649;-0.00357653;0.0649287;0.00712359;0.163824;0.00737078;0.693993;0.0702735;0.00993447;-0.0096051;0.102007;0.10786;0.00442767;-0.00106568;0.00691676;0.00858001;0.00935123;-0.00105238;0.0107809;0.00150109;0.0231741;-0.000736392;0.0959746;0.0128481;0.00134726;0.00184368;0.00763281;0.00497833;0.00032345;-0.000155471;0.00104403;0.000785558
-0.00231805;0.000358162;0.00239028;0.00196301;-0.0215035;-0.00638937;0.0244584;0.00654742;0.0478207;-0.000297307;0.0612666;0.00407171;-0.00208695;-0.000455816;0.00253625;0.000636226;-0.0209902;-0.00482012;0.0209902;0.00759102;-0.134011;-0.0342474;0.139097;0.0342474;0.352622;-0.020386;0.542593;0.0454524;-0.0115185;-0.00237343;0.0128713;0.00340886;-0.043023;-0.00764745;0.0435366;0.00778281;-0.0842324;-0.0254521;0.0898299;0.0298466;0.366759;0.0302052;0.59992;0.066479;-0.00841355;-0.00180512;0.0090083;0.0051021;-0.00999606;-0.00149568;0.0101642;0.00149568;-0.00819157;-0.00322638;0.00865116;0.00354403;0.0592273;0.0064723;0.0777181;0.0120739;-0.00139248;0.000306722;0.00147578;0.000411663
