bloque;0;numero descriptores;6
-0.000854911;-0.000899546;0.000854911;0.00102529;0.0534339;0.00289159;0.0613464;0.00679836;-0.0387511;0.000777702;0.065879;0.0094328;-0.00100291;0.00092035;0.00140884;0.00149939;-0.000545134;-0.00246789;0.00136402;0.0114714;0.379793;0.0876652;0.44877;0.116024;-0.307936;-0.0423513;0.469443;0.0772751;-0.00572177;0.00186297;0.0075494;0.00393022;0.000552096;0.0118091;0.00252498;0.0162014;0.109377;-0.101151;0.139453;0.26375;-0.0734011;-0.0872822;0.125426;0.393034;0.000123183;-0.0101474;0.00543453;0.0264351;0.000211442;0.00141955;0.000211442;0.00142063;-0.000689719;0.0162493;0.00402219;0.0162493;-0.00425921;0.0236161;0.00487741;0.0236161;-0.000798352;0.00311672;0.000897804;0.00311945
0.000703532;-0.00199935;0.000938636;0.0025705;0.00358111;-0.0262121;0.00554287;0.0262121;0.0040319;-0.0283308;0.00855734;0.0283308;0.000462921;-0.00485539;0.00102826;0.00485539;0.0134459;0.00303737;0.0164216;0.0236089;-0.0724154;0.07746;0.0960505;0.121112;0.186593;0.125196;0.357361;0.424394;-0.0449218;0.00240921;0.0464364;0.0340001;0.0125412;-0.0015805;0.0134655;0.00802562;-0.141015;-0.0479469;0.191534;0.0533391;0.267474;0.037416;0.657967;0.114908;-0.00866759;-0.00933495;0.0269525;0.012073;0.000715976;-0.0010017;0.00190528;0.00159715;-0.0175442;-0.00536369;0.0252224;0.010231;0.0349068;0.00175992;0.111367;0.00976552;0.00109615;0.000364481;0.00109615;0.000364481
-0.000611747;-0.000202524;0.00120986;0.000505056;0.00414731;0.00492579;0.00576066;0.00652541;0.00542112;0.010778;0.00632653;0.0110919;0.000941089;0.00195847;0.000946672;0.00202828;0.0403219;0.000696077;0.0441343;0.0253482;0.103925;0.105488;0.27669;0.12633;0.161595;0.199574;0.387988;0.206988;0.00764095;0.0753833;0.00843077;0.0753833;0.0204859;0.00537575;0.0230075;0.0271117;0.201883;-0.0182321;0.3674;0.0749182;0.221569;0.010865;0.581264;0.114544;-0.0319907;-0.050017;0.0597831;0.07792;0.00199157;0.01158;0.00369195;0.0252454;0.00946427;0.00250144;0.0800802;0.0571081;-0.00322772;-0.0117272;0.044692;0.019902;-0.00734511;-0.00477697;0.00973325;0.00672887
0.00227184;-0.00272071;0.00234734;0.00278785;0.0195981;-0.0390018;0.0195981;0.0397542;0.00896634;-0.0288197;0.0094559;0.0290094;0.000312612;-0.00188072;0.00095282;0.00265886;0.0140064;-0.000577057;0.019649;0.053657;0.00507239;0.0173588;0.146492;0.32645;0.0580866;0.0718891;0.126479;0.485689;-0.0238151;0.0233434;0.0398728;0.0841783;-0.00550955;-0.00358228;0.0132644;0.0101508;0.126566;-0.00951475;0.151641;0.0604634;0.204985;0.00391259;0.64581;0.167748;-0.130821;-0.0381661;0.138364;0.0414275;-0.00296996;-0.000565576;0.00416698;0.000691153;0.0209075;-0.00140946;0.0409213;0.00528549;0.0143486;0.00392041;0.14127;0.00758948;-0.00345136;-0.000797407;0.00582353;0.00131152
-0.000505232;-0.00109836;0.00115511;0.00145912;-0.0161739;-0.0118841;0.063945;0.0190215;0.0328563;0.0109656;0.0328563;0.0122918;-0.000140836;0.00274161;0.00119127;0.00274161;0.00443096;0.0149326;0.0104449;0.0164201;-0.193496;0.0428001;0.283359;0.0913241;0.280791;0.0118442;0.280791;0.0283054;0.00491144;0.00339206;0.0128707;0.00419949;0.00199228;0.0347494;0.00899555;0.0965317;-0.262779;0.201611;0.47747;0.396517;0.289907;0.00404244;0.289907;0.0381405;0.00993394;0.00358894;0.0175876;0.00533525;0.00141715;-0.0226138;0.00194025;0.0237681;-0.0358671;-0.101383;0.0555637;0.103417;0.0405561;-6.10582e-05;0.04089;0.00609462;0.00164242;-0.000821416;0.00258231;0.000965193
-0.00088816;0.000634116;0.00106786;0.00213393;0.00564937;0.00641824;0.0149544;0.0199859;0.0019753;0.0125266;0.0229829;0.0165907;-0.0072764;-0.000624692;0.00798832;0.00154916;0.0156623;0.000340907;0.0247107;0.0532962;-0.0256975;-0.089972;0.0856414;0.121046;0.164766;-0.0232397;0.717645;0.265762;-0.0111732;-0.000143381;0.041483;0.0162552;0.00368204;0.0159719;0.0165174;0.0263997;-0.0269199;0.242455;0.122065;0.247771;-0.0293681;0.0393313;0.38975;0.213739;0.0464178;0.0197986;0.0464178;0.0198464;0.00274365;-0.000742526;0.00458359;0.0123857;0.00858475;-0.010934;0.0139033;0.0350218;-0.0319872;-0.00749073;0.0538217;0.017628;0.00742352;0.00191427;0.00742352;0.00211993
bloque;2;numero descriptores;7
-0.00116291;-0.00118722;0.00116291;0.00118722;0.000454701;-0.000111921;0.00604713;0.00241309;0.0707804;0.00287657;0.0777053;0.0120483;0.0;0.0;0.0;0.0;0.00263132;-0.00127618;0.00548913;0.00295786;0.00604218;-0.000416865;0.0346688;0.0117869;0.478508;-0.0171127;0.50859;0.0932334;-8.53013e-05;-0.000588596;0.000344255;0.000793519;0.00220913;-1.44614e-05;0.00454852;0.00293542;0.0132225;0.0080007;0.0294821;0.0137292;0.468147;0.0104054;0.505111;0.0747415;0.000126471;0.000633078;0.000562039;0.00116214;0.000216944;0.00010616;0.000476486;0.000381356;0.00128644;-0.000571423;0.00320976;0.00186739;0.0681198;-0.00315646;0.0683516;0.00644938;0.0;0.0;0.0;0.0
0.000186103;-5.26822e-05;0.00042792;0.000281619;0.00190351;-0.000213147;0.00500953;0.00199729;0.0700529;0.000534117;0.0724361;0.00843931;-1.88452e-05;-6.86369e-06;1.88452e-05;1.05108e-05;0.00363189;0.000251601;0.00482088;0.00124531;0.00971811;0.00154441;0.0285425;0.024549;0.472215;-0.0231314;0.514244;0.090432;0.0;0.0;0.0;0.0;0.00119639;-0.000211255;0.00224075;0.00237649;0.0152835;0.00254707;0.0325006;0.0226404;0.464405;0.0110173;0.509109;0.0709359;7.38544e-05;6.69175e-05;0.00015365;0.000257571;0.000565173;0.000218764;0.000894299;0.000371159;0.00166484;0.000317362;0.00716762;0.00229311;0.0675322;0.00244646;0.0743076;0.00733964;-0.000107545;-8.48112e-05;0.000121302;0.000209463
0.000325611;9.98975e-05;0.000741819;0.000342192;0.00149612;0.00138423;0.0031032;0.00209186;0.0681955;0.00345424;0.0734749;0.00846018;-9.25262e-05;3.32429e-05;0.000128975;7.33823e-05;0.00212079;0.000110166;0.00456738;0.00122467;0.00781828;-0.00385527;0.0245651;0.0141735;0.479031;-0.008554;0.485473;0.0749547;-0.00030721;-8.6052e-05;0.00030721;8.6052e-05;0.003152;-0.000120567;0.00391776;0.00164834;0.00961049;0.0066546;0.0212405;0.0263613;0.476949;0.0177663;0.518921;0.0925906;0.0;0.0;0.0;0.0;0.000198459;2.86131e-05;0.000356842;0.000209373;0.00211446;0.000286827;0.00617575;0.00298052;0.069552;-0.00123906;0.0787882;0.00607279;-5.70295e-06;6.46336e-06;6.23181e-06;1.19288e-05
